2012/10/31,1410.98999,1418.76001,1405.949951,1412.160034,1412.160034,3577110000
2012/11/1,1412.199951,1428.349976,1412.199951,1427.589966,1427.589966,3929890000
2012/11/2,1427.589966,1434.27002,1412.910034,1414.199951,1414.199951,3732480000
2012/11/5,1414.02002,1419.900024,1408.130005,1417.26001,1417.26001,2921040000
2012/11/6,1417.26001,1433.380005,1417.26001,1428.390015,1428.390015,3306970000
2012/11/7,1428.27002,1428.27002,1388.140015,1394.530029,1394.530029,4356490000
2012/11/8,1394.530029,1401.22998,1377.51001,1377.51001,1377.51001,3779520000
2012/11/9,1377.550049,1391.390015,1373.030029,1379.849976,1379.849976,3647350000
2012/11/12,1379.859985,1384.869995,1377.189941,1380.030029,1380.030029,2567540000
2012/11/13,1380.030029,1388.810059,1371.390015,1374.530029,1374.530029,3455550000
2012/11/14,1374.640015,1380.130005,1352.5,1355.48999,1355.48999,4109510000
2012/11/15,1355.410034,1360.619995,1348.050049,1353.329956,1353.329956,3928870000
2012/11/16,1353.359985,1362.030029,1343.349976,1359.880005,1359.880005,4045910000
2012/11/19,1359.880005,1386.890015,1359.880005,1386.890015,1386.890015,3374800000
2012/11/20,1386.819946,1389.77002,1377.040039,1387.810059,1387.810059,3207160000
2012/11/21,1387.790039,1391.25,1386.390015,1391.030029,1391.030029,2667090000
2012/11/23,1391.030029,1409.160034,1391.030029,1409.150024,1409.150024,1504960000
2012/11/26,1409.150024,1409.150024,1397.680054,1406.290039,1406.290039,2948960000
2012/11/27,1406.290039,1409.01001,1398.030029,1398.939941,1398.939941,3323120000
2012/11/28,1398.77002,1410.310059,1385.430054,1409.930054,1409.930054,3359250000
2012/11/30,1415.949951,1418.859985,1411.630005,1416.180054,1416.180054,3966000000
2012/12/3,1416.339966,1423.72998,1408.459961,1409.459961,1409.459961,3074280000
2012/12/4,1409.459961,1413.140015,1403.650024,1407.050049,1407.050049,3247710000
2012/12/5,1407.050049,1415.560059,1398.22998,1409.280029,1409.280029,4253920000
2012/12/6,1409.430054,1413.949951,1405.930054,1413.939941,1413.939941,3229700000
2012/12/7,1413.949951,1420.339966,1410.900024,1418.069946,1418.069946,3125160000
2012/12/10,1418.069946,1421.640015,1415.640015,1418.550049,1418.550049,2999430000
2012/12/11,1418.550049,1434.27002,1418.550049,1427.839966,1427.839966,3650230000
2012/12/12,1427.839966,1438.589966,1426.76001,1428.47998,1428.47998,3709050000
2012/12/13,1428.47998,1431.359985,1416,1419.449951,1419.449951,3349960000
2012/12/14,1419.449951,1419.449951,1411.880005,1413.579956,1413.579956,3210170000
2012/12/17,1413.540039,1430.670044,1413.540039,1430.359985,1430.359985,3455610000
2012/12/18,1430.469971,1448,1430.469971,1446.790039,1446.790039,4302240000
2012/12/19,1446.790039,1447.75,1435.800049,1435.810059,1435.810059,3869800000
2012/12/20,1435.810059,1443.699951,1432.819946,1443.689941,1443.689941,3686580000
2012/12/21,1443.670044,1443.670044,1422.579956,1430.150024,1430.150024,5229160000
2012/12/24,1430.150024,1430.150024,1424.660034,1426.660034,1426.660034,1248960000
2012/12/26,1426.660034,1429.420044,1416.430054,1419.829956,1419.829956,2285030000
2012/12/27,1419.829956,1422.800049,1401.800049,1418.099976,1418.099976,2830180000
2012/12/28,1418.099976,1418.099976,1401.579956,1402.430054,1402.430054,2426680000
2012/12/31,1402.430054,1426.73999,1398.109985,1426.189941,1426.189941,3204330000
2013/1/2,1426.189941,1462.430054,1426.189941,1462.420044,1462.420044,4202600000
2013/1/3,1462.420044,1465.469971,1455.530029,1459.369995,1459.369995,3829730000
2013/1/4,1459.369995,1467.939941,1458.98999,1466.469971,1466.469971,3424290000
2013/1/7,1466.469971,1466.469971,1456.619995,1461.890015,1461.890015,3304970000
2013/1/8,1461.890015,1461.890015,1451.640015,1457.150024,1457.150024,3601600000
2013/1/9,1457.150024,1464.72998,1457.150024,1461.02002,1461.02002,3674390000
2013/1/10,1461.02002,1472.300049,1461.02002,1472.119995,1472.119995,4081840000
2013/1/11,1472.119995,1472.75,1467.579956,1472.050049,1472.050049,3340650000
2013/1/14,1472.050049,1472.050049,1465.689941,1470.680054,1470.680054,3003010000
2013/1/15,1470.670044,1473.310059,1463.76001,1472.339966,1472.339966,3135350000
2013/1/16,1472.329956,1473.959961,1467.599976,1472.630005,1472.630005,3384080000
2013/1/17,1472.630005,1485.160034,1472.630005,1480.939941,1480.939941,3706710000
2013/1/18,1480.949951,1485.97998,1475.810059,1485.97998,1485.97998,3795740000
2013/1/22,1485.97998,1492.560059,1481.160034,1492.560059,1492.560059,3570950000
2013/1/23,1492.560059,1496.130005,1489.900024,1494.810059,1494.810059,3552010000
2013/1/24,1494.810059,1502.27002,1489.459961,1494.819946,1494.819946,3699430000
2013/1/25,1494.819946,1503.26001,1494.819946,1502.959961,1502.959961,3476290000
